name,cas,comptype,formula,molar_mass_kg_per_mol,liquid_density_kg_per_m3,tc_k,pc_pa,acentric_factor,normal_boiling_point_k,mwavg,critical_volume_m3_per_mol,href,cpa,cpb,cpc,cpd,cpe,antoine_type,antoinea,antoineb,antoinec,antoined,antoinee,dipole_moment_debye,viscosity_correction_factor,ljdiameter,ljeps,sphericalcoreradius,liqvisc1,liqvisc2,liqvisc3,liqvisc4,gibbsenergyofformation,dielectricparameter1,dielectricparameter2,dielectricparameter3,dielectricparameter4,dielectricparameter5,ioniccharge,referencestatetype,henrycoef1,henrycoef2,henrycoef3,henrycoef4,schwartzentruber1,schwartzentruber2,schwartzentruber3,liquidconductivity1,liquidconductivity2,liquidconductivity3,parachor,heatoffusion,triplepointdensity,triplepointpressure,triplepointtemperature,meltingpointtemperature,enthalpyofformation,absoluteentropy,soliddensitycoefs1,soliddensitycoefs2,soliddensitycoefs3,soliddensitycoefs4,heatofvaporizationcoefs1,heatofvaporizationcoefs2,heatofvaporizationcoefs3,heatofvaporizationcoefs4,stddens,mc1,mc2,mc3,twucoon1,twucoon2,twucoon3,associationsites,associationscheme,racketzcpa,volcorrcpa_t,associationboundingvolume_srk,associationenergy,acpa_srk,bcpa_srk,mcpa_srk,acpa_pr,bcpa_pr,mcpa_pr,associationboundingvolume_pr,antoinesolida,antoinesolidb,antoinesolidc,hsub,criticalviscosity,hydratea1small,hydrateb1small,hydratea1large,hydrateb1large,hydratea2small,hydrateb2small,hydratea2large,hydrateb2large,hydrateformer,msaft,sigma_saft_m,epsiksaft,associationboundingvolume_pcsaft,associationenergy_pcsaft,ljdiameterhydrate,ljepshydrate,sphericalcoreradiushydrate,deshmationicdiameter,waxformer,b2_largegf,a1_smallgf,b1_smallgf,a1_largegf,b1_largegf,a2_smallgf,b2_smallgf,a2_largegf,cpsolid1,cpsolid2,cpsolid3,cpsolid4,cpliquid1,cpliquid2,cpliquid3,cpliquid4,cpliquid5,mcpr1,mcpr2,mcpr3,parachor_cpa,lambdarsaftvrmie,lambdaasaftvrmie,msaftvrmie,sigma_saft_vr_mie_m,epsiksaftvrmie,associationenergy_saftvrmie,associationvolume_saftvrmie,umrcpa_mc1,umrcpa_mc2,umrcpa_mc3,umrcpa_mc4,umrcpa_mc5,umrcpa_a0,umrcpa_b,umrcpa_assocenergy,umrcpa_assocvolume,umrcpa_associating,umrcpa_racketz,citation
nc22,629-97-0,HC,C22H46,0.31058800000000003,793.6999999999999,792.1999999999999,1116000.0,0.777,642.7,310.609,0.00125,204930.3,230.829896,-0.086374146,0.00443793,95.008038,0.040390996,none,0.0,0.0,0.0,0.0,0.0,0.0,0.076,2.52,809.1,0.0,-24.71,4210.0,0.0453,-3.38e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0.0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,0.208172,-0.0001848375,-4.321493e-08,917.0,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.999,1.880405836,-1.070711658,1.0495153,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,8.6926,3.988e-10,257.7,0.0,0.0,2.52,809.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
nc23,638-67-5,HC,C23H48,0.32463600000000004,796.1,801.9,1082000.0,0.799,654.2,324.636,0.001305,214688.8,230.829896,-0.086374146,0.00443793,95.008038,0.040390996,none,0.0,0.0,0.0,0.0,0.0,0.0,0.076,2.52,809.1,0.0,-24.71,4210.0,0.0453,-3.38e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0.0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,0.208972,-0.0001873072,-3.857229e-08,957.3,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.999,1.969047395,-1.194287269,1.09027182,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,8.9413,3.9971e-10,258.7,0.0,0.0,2.52,809.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.3,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
nc24,646-31-1,HC,C24H50,0.33866199999999996,798.4,806.3,932000.0,0.95,665.0999999999999,338.662,0.0013599999999999999,224446.6,230.829896,-0.086374146,0.00443793,95.008038,0.040390996,none,0.0,0.0,0.0,0.0,0.0,0.0,0.076,2.52,809.1,0.0,-24.71,4210.0,0.0453,-3.38e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0.0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,0.225592,-0.0002617556,4.69314e-08,997.6,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.999,2.044270695,-1.30411422,1.1245931,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,9.182,4.0069999999999997e-10,259.6,0.0,0.0,2.52,809.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.6,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
22-dim-c3,463-82-1,HC,C5H12,0.07215099999999999,601.1999999999999,433.78,3199200.0,0.1964,282.64799999999997,72.151,0.000303,39036.6,-95.012392,1.297291618,-0.002775462,3.336e-06,-1e-09,pow10,4.789963,1175.0172,273.9033,-1.23303,0.0,0.0,0.076,2.52,809.1,0.0,-24.71,4210.0,0.0453,-3.38e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0.0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,0.185257,-0.0001762528,-4.042986e-07,225.9,10810.0,1000.0,0.00611,256.76,256.76,-242000.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,2.3543,3.9550000000000003e-10,225.69,0.0,0.0,2.52,809.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67267,-0.17915,0.8146,225.9,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
22-dim-c4,75-83-2,HC,C6H14,0.08617799999999999,654.0,488.78,3080000.0,0.2339,322.9,86.178,0.000359,48795.1,25.000198,0.324736526,0.000403312,-6.85e-07,2.7993238e-10,none,0.0,0.0,0.0,0.0,0.0,0.0,0.076,2.52,809.1,0.0,-24.71,4210.0,0.0453,-3.38e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0.0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,-0.384,0.00525,-6.37e-06,265.9,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,2.6008,4.0042e-10,243.51,0.0,0.0,2.52,809.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69886,0.1119,-0.06355,265.9,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
23-dim-c4,79-29-8,HC,C6H14,0.08617799999999999,667.0,499.98,3126800.0,0.2475,331.2,86.178,0.000358,48795.1,-18.407196,0.618162528,-0.000307368,2.2e-08,2.560712e-11,none,0.0,0.0,0.0,0.0,0.0,0.0,0.076,2.52,809.1,0.0,-24.71,4210.0,0.0453,-3.38e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0.0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,-0.384,0.00525,-6.37e-06,266.6,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,2.6853,3.9545e-10,246.07,0.0,0.0,2.52,809.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72927,0.01322,0.18875,266.6,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
2-m-c5,107-83-5,HC,C6H14,0.08617799999999999,658.0,497.5,3010200.0,0.2781,333.4,86.178,0.000367,48795.1,17.426144,0.385927566,0.000259729,-5.67e-07,2.4127228e-10,none,0.0,0.0,0.0,0.0,0.0,0.0,0.076,2.52,809.1,0.0,-24.71,4210.0,0.0453,-3.38e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0.0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,-0.384,0.00525,-6.37e-06,268.8,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,2.9317,3.8534999999999997e-10,235.58,0.0,0.0,2.52,809.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76714,0.07053,0.05336,268.8,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
3-m-c5,96-14-0,HC,C6H14,0.08617799999999999,669.0,504.42999999999995,3124000.0,0.2737,336.4,86.178,0.000367,48795.1,3.599962,0.092642902,6.0692e-05,-1.34e-07,5.73666e-11,none,0.0,0.0,0.0,0.0,0.0,0.0,0.076,2.52,809.1,0.0,-24.71,4210.0,0.0453,-3.38e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0.0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,-0.384,0.00525,-6.37e-06,267.4,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,2.8852,3.8605000000000003e-10,240.48,0.0,0.0,2.52,809.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81181,-0.42693,1.21385,267.4,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
c-c5,287-92-3,HC,C5H10,0.070135,750.4,511.76,4502300.0,0.1943,322.4,70.135,0.00026,37634.1,41.727966,-0.164068476,0.001489619,-1.803e-06,6.829951e-10,none,0.0,0.0,0.0,0.0,0.0,0.0,0.076,2.52,809.1,0.0,-24.71,4210.0,0.0453,-3.38e-05,38600.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0.0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,0.181338,-9.214286e-05,-3.080357e-07,203.0,6000.0,1000.0,0.00611,273.0,273.0,-105900.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01161,5479.0,no,2.3655,3.7113999999999997e-10,265.83,0.0,0.0,2.52,809.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65461,0.02574,0.19252,203.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
default,0-0-0-0,HC,default,0.016042999999999998,422.182073,190.56399999999996,4538900.0,0.008,111.59999999999997,16.043,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.165,154.54,0.3834,-26.87,1150.0,0.187,-0.000521,-50500.0,2.0,0.0,0.0,0.0,0.0,0.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290304,-0.0004720407,-4.320339e-06,207.0,941.0,452.0,0.117,849.15,849.15,-74500.0,186.0,1.0,0.0,0.0,0.0,10200000.0,0.261,-0.147,0.222,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,2.562,3.8296e-10,230.75,0.0,0.0,3.165,154.54,0.3834,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
piperazine,110-85-0,amine,C4H10N2,0.086137,1038.0,638.0,5530000.0,0.414,419.15,119.16,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,log,172.78,-13492.0,-21.91,1.378e-05,2.0,1.7,0.0,3.96,481.8,0.0,-75.19,12680.0,0.1573,-0.0001225,57900.0,148.9,0.0,-0.62491,0.000771,0.0,0.0,solute,0.0,0.0,0.0,0.0,-0.19842,-2.857,2.0373,0.0,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,1.074477592,0.229022552,-0.421330787,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.38710706,1.76274587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,3.96,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
piperazine+,0-0-0-0,ion,Piperazine+,0.087137,1038.0,637.99,5530000.0,0.414,419.15,119.16,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.0,7.0,481.8,0.0,-75.19,12680.0,0.1573,-0.0001225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,7.0,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
pzcoo-,0-0-0-0,ion,PiperazineCarbamate,0.12914699999999998,1038.0,637.99,5530000.0,0.414,419.15,119.16,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.0,5.5,481.8,0.0,-75.19,12680.0,0.1573,-0.0001225,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,5.5,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
h+pzcoo-,0-0-0-0,ion,PiperazineCarbamate,0.13014699999999998,1038.0,1002.8299999999999,11060000.0,0.414,565.15,119.16,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,log,172.78,-13492.0,-21.91,1.378e-05,2.0,1.7,0.0,5.4,481.8,0.0,-75.19,12680.0,0.1573,-0.0001225,57900.0,148.9,0.0,-0.62491,0.000771,0.0,0.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,5.4,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
-oocpzcoo-,0-0-0-0,ion,PiperazineCarbamate,0.172157,1038.0,637.99,5530000.0,0.414,419.15,119.16,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.0,7.0,481.8,0.0,-75.19,12680.0,0.1573,-0.0001225,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,7.0,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
c-hexane,110-82-7,HC,C6H12,0.084161,783.0,553.54,4074799.9999999995,0.2118,353.9,84.161,0.00026,47392.6,33.54699,-0.036855962,0.001399578,-1.727e-06,6.4400244e-10,none,0.0,0.0,0.0,0.0,0.0,0.0,0.076,2.52,809.1,0.0,-24.71,4210.0,0.0453,-3.38e-05,31800.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0.0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,0.162678,-2.949119e-05,-3.032567e-07,240.8,6000.0,1000.0,0.053397292,279.7,273.0,-123140.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,212570.0,9.0838,0.74265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004365,5951.0,no,2.5303,3.8499e-10,278.11,0.0,0.0,2.52,809.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68054,-0.06898,0.57648,240.8,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.6743,-0.0149,0.4509,-0.2057,-0.2772,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
22-dm-c5,590-35-2,HC,C7H16,0.10020399999999999,667.0,520.4,2770000.0,0.287,352.341,86.178,0.000358,0.0,10.93291,0.502681068,0.000233872,-6.33e-07,2.8550276e-10,none,0.0,0.0,0.0,0.0,0.0,0.0,0.076,2.52,809.1,0.0,-24.71,4210.0,0.0453,-3.38e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0.0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,2.52,809.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
